"노선
번호","지 점
번 호",조사 위치,,,,구    간,이정 (km),"연장
(km)","차
로
수","시
간",2018,2019,2020,2021,계,승용차,버스,소형 화물차,,중형 화물차,,,대형 화물차,,,,
,,도,시/군,구/면,동/리,,,,,,,,,,,1종,2종,3종,4종,5종,6종,7종,8종,9종,10종,11종,12종
,05024-1,강원,평찬,봉평,진조,동둔내하이패스IC ~ 면온IC,167.3~177,9.7 ,4,수*,"33,213 ","32,971 ","31,745 ","36,598 ","37,018 ","28,183 ","1,199 ","2,769 ","1,306 ","1,568 ",649 ,752 ,-   ,-   ,542 ,5 ,45 
,05025,강원,평창,봉평,면온,면온IC ~ 평창IC,177~182.7,5.7 ,4,수*,"31,795 ","35,200 ","34,096 ","34,805 ","35,325 ","26,912 ","1,144 ","2,633 ","1,241 ","1,498 ",620 ,717 ,-   ,-   ,511 ,5 ,44 
,05026,강원,평창,용평,백옥포,평창IC ~ 속사IC,182.7~191.9,9.2 ,4,수*,"31,862 ","32,775 ","30,591 ","35,046 ","34,408 ","26,291 ","1,118 ","2,553 ","1,186 ","1,431 ",597 ,694 ,-   ,-   ,491 ,5 ,42 
,05027,강원,평창,용평,속사,속사IC ~ 진부IC,191.9~199,7.1 ,4,수*,"31,280 ","31,614 ","29,849 ","34,016 ","34,869 ","26,604 ","1,132 ","2,588 ","1,211 ","1,459 ",611 ,711 ,-   ,-   ,504 ,5 ,44 
,05028,강원,평창,진부,상진부,진부IC ~ 대관령IC,199~211.8,12.8 ,4,수*,"28,922 ","28,508 ","28,432 ","32,773 ","32,352 ","24,654 ","1,049 ","2,394 ","1,131 ","1,364 ",575 ,665 ,-   ,-   ,474 ,4 ,42 
,05029,강원,평창,대관령,횡계,대관령IC ~ 강릉JCT,211.8~234.4,22.6 ,4,수*,"30,896 ","31,243 ","29,609 ","32,994 ","33,244 ","25,296 ","1,084 ","2,452 ","1,165 ","1,415 ",601 ,687 ,-   ,-   ,495 ,4 ,45 
광주원주선,초월 - 원주,,,,,,,56.9 ,,12,"30,268 ","31,551 ","31,306 ","32,042 ","33,708 ","28,377 ",645 ,"2,264 ","1,046 ",674 ,350 ,124 ,38 ,-   ,184 ,-   ,6 
,,,,,,,,,,24,"40,843 ","42,848 ","42,284 ","43,363 ","45,991 ","38,721 ",878 ,"3,089 ","1,427 ",920 ,477 ,170 ,51 ,1 ,250 ,-   ,7 
,05201,경기,광주,초월,학동,초월IC·경기광주JCT ~ 동곤지암IC,0~8.3,8.3 ,4,수,"53,809 ","56,627 ","57,089 ","56,692 ","59,990 ","50,398 ","1,043 ","4,304 ","1,894 ","1,142 ",574 ,226 ,76 ,-   ,319 ,-   ,14 
,05202,경기,여주,금사,도곡,동곤지암IC ~ 흥천이포IC,8.3~18.5,10.2 ,4,상,"51,856 ","53,232 ","50,705 ","52,306 ","53,190 ","45,998 ",598 ,"3,265 ","1,445 ",922 ,446 ,173 ,51 ,3 ,274 ,-   ,15 
,05203,경기,여주,대신,보통,흥천이포IC ~ 대신IC,18.5~24.5,6.0 ,4,수,"40,085 ","42,164 ","42,241 ","43,746 ","47,061 ","39,554 ",811 ,"3,373 ","1,484 ",900 ,457 ,171 ,58 ,-   ,245 ,-   ,8 
,05204,경기,여주,대신,장풍,대신IC ~ 동여주IC,24.5~33.1,8.6 ,4,수,"38,045 ","39,923 ","39,936 ","40,798 ","44,945 ","37,758 ",774 ,"3,226 ","1,421 ",864 ,437 ,169 ,53 ,-   ,235 ,-   ,8 
,05205,경기,여주,북내,서원,동여주IC ~ 동양평IC,33.1~40.3,7.2 ,4,수,"36,799 ","38,577 ","38,477 ","39,838 ","43,014 ","35,411 ","1,226 ","2,867 ","1,460 ","1,021 ",575 ,170 ,45 ,-   ,239 ,-   ,-   
,05206,강원,원주,지정,판대,동양평IC ~ 서원주IC,40.3~48.7,8.4 ,4,수,"35,666 ","37,394 ","37,009 ","38,434 ","41,678 ","34,292 ","1,186 ","2,779 ","1,425 ",988 ,561 ,169 ,44 ,-   ,234 ,-   ,-   
,05207,강원,원주,지정,월송,서원주IC ~ 신평JCT,48.7~52.7,4.0 ,4,상,"37,806 ","41,051 ","39,494 ","41,454 ","42,497 ","36,672 ",671 ,"2,398 ","1,127 ",783 ,359 ,149 ,38 ,3 ,289 ,-   ,8 
,05208,강원,원주,,가현,신평JCT ~ 원주JCT,52.7~56.9,4.2 ,4,수,"15,475 ","17,296 ","17,191 ","17,733 ","18,509 ","15,233 ",523 ,"1,235 ",626 ,440 ,247 ,81 ,19 ,-   ,105 ,-   ,-   
중앙선,부산 - 대저,,,,,,,3.1 ,,12,"44,294 ","49,647 ","46,356 ","51,424 ","48,973 ","32,927 ",357 ,"9,154 ","1,349 ","1,656 ","1,217 ",715 ,2 ,-   ,"1,066 ",9 ,521 
,,,,,,,,,,24,"58,476 ","64,617 ","59,474 ","66,617 ","64,893 ","43,933 ",478 ,"10,970 ","2,053 ","2,189 ","1,598 ","1,030 ",2 ,-   ,"1,775 ",19 ,846 
,05501,부산,,사상,삼락,시점IC ~ 대저JCT,0~3.1,3.1 ,4,수*,"58,476 ","64,617 ","59,474 ","66,617 ","64,893 ","43,933 ",478 ,"10,970 ","2,053 ","2,189 ","1,598 ","1,030 ",2 ,-   ,"1,775 ",19 ,846 
,대저 - 대감,,,,,,,5.8 ,,12,"63,952 ","72,163 ","71,242 ","77,659 ","78,005 ","53,274 ",740 ,"9,841 ","3,136 ","4,477 ","2,680 ","1,176 ",943 ,-   ,"1,190 ",-   ,548 
,,,,,,,,,,24,"88,279 ","97,333 ","90,724 ","100,064 ","101,066 ","69,317 ",973 ,"11,985 ","3,967 ","5,955 ","3,326 ","1,738 ","1,178 ",-   ,"1,680 ",-   ,947 
,05502,경남,김해,대동,초정,대저JCT ~ 초정IC,3.1~4.5,1.4 ,4,수*,"66,191 ","76,662 ","73,274 ","73,334 ","71,436 ","48,997 ",689 ,"8,472 ","2,803 ","4,211 ","2,353 ","1,230 ",827 ,-   ,"1,185 ",-   ,669 
,05502-1,경남,김해,대동,예안,초정IC ~ 대감JCT,4.5~8.9,4.4 ,4*,수*,"99,323 ","107,669 ","99,450 ","113,428 ","110,492 ","75,782 ","1,063 ","13,103 ","4,337 ","6,510 ","3,635 ","1,899 ","1,290 ",-   ,"1,837 ",-   ,"1,036 "
,대감 - 대동,,,,,,,1.2 ,,12,"61,690 ","67,981 ","66,055 ","65,757 ","74,845 ","51,337 ",716 ,"8,816 ","2,947 ","4,432 ","2,444 ","1,295 ",885 ,-   ,"1,251 ",-   ,722 
,,,,,,,,,,24,"82,674 ","87,843 ","84,783 ","85,844 ","98,222 ","67,371 ",940 ,"11,570 ","3,867 ","5,817 ","3,208 ","1,699 ","1,162 ",-   ,"1,641 ",-   ,947 
,05502-2,경남,김해,대동,대감,대감JCT ~ 대동JCT,8.9~10.1,1.2 ,4,상,"82,674 ","87,843 ","84,783 ","85,844 ","98,224 ","67,374 ",940 ,"11,570 ","3,867 ","5,817 ","3,208 ","1,699 ","1,162 ",-   ,"1,640 ",-   ,947 
대구부산선,대동 - 동대구,,,,,,,82.0 ,,12,"30,912 ","28,585 ","29,918 ","34,716 ","35,135 ","23,214 ",377 ,"4,549 ","1,734 ","1,984 ",810 ,670 ,138 ,2 ,"1,153 ",14 ,490 
,,,,,,,,,,24,"42,608 ","38,623 ","40,122 ","47,496 ","47,764 ","29,993 ",491 ,"5,699 ","2,468 ","3,513 ","1,263 ","1,093 ",198 ,4 ,"2,171 ",23 ,848 
,05503-1,경남,김해,대동,덕산,대동JCT ~ 상동IC,10.1~16.7,6.6 ,4,수,"47,685 ","42,624 ","42,588 ","50,016 ","49,637 ","30,348 ",511 ,"6,779 ","2,654 ","3,231 ","1,739 ",820 ,66 ,-   ,"2,429 ",24 ,"1,036 "
,05503-2,경남,김해,상동,여차,상동IC ~ 삼랑진IC,16.7~32,15.3 ,4,수,"42,024 ","33,764 ","38,161 ","43,910 ","43,292 ","26,801 ",432 ,"5,527 ","2,027 ","2,396 ","1,748 ",911 ,30 ,-   ,"1,902 ",19 ,"1,499 "
,05503-3,경남,밀양,삼랑진,미전,삼랑진IC ~ 남밀양IC,32~39.5,7.5 ,4,수,"45,006 ","42,196 ","41,612 ","47,220 ","46,905 ","30,264 ",592 ,"5,248 ","2,977 ","2,839 ","1,226 ",821 ,629 ,15 ,"1,755 ",8 ,531 
,05503-4,경남,밀양,,가곡,남밀양IC ~ 밀양IC,39.5~45.6,6.1 ,4,수,"43,353 ","40,512 ","40,702 ","46,554 ","46,305 ","28,635 ",395 ,"5,776 ","2,343 ","2,902 ","1,428 ","1,378 ",29 ,-   ,"2,497 ",41 ,881 
,05503-5,경북,청도,청도,구미,밀양IC ~ 청도IC,45.6~63.6,18.0 ,4,수,"37,471 ","36,926 ","38,493 ","45,027 ","47,309 ","29,617 ",498 ,"5,580 ","2,874 ","3,560 ","1,231 ","1,261 ",548 ,13 ,"1,590 ",6 ,531 
,05503-6,경북,경산,,옥산,청도IC ~ 수성IC,63.6~85.9,22.3 ,4,수,"38,649 ","34,028 ","34,579 ","44,732 ","44,966 ","27,718 ",435 ,"4,999 ","2,030 ","4,537 ",643 ,"1,187 ",1 ,-   ,"2,626 ",19 ,771 
,05503-7,대구,,수성,시지,수성IC ~ 동대구IC,85.9~89.5,3.6 ,4,수,"52,977 ","48,322 ","52,280 ","59,968 ","61,066 ","40,340 ",646 ,"7,463 ","2,309 ","4,124 ","1,659 ",976 ,147 ,1 ,"2,613 ",114 ,674 
,05503-8,대구,,동,신평,동대구IC ~ 동대구JCT,89.5~92.1,2.6 ,4,수,"79,648 ","80,108 ","81,697 ","88,723 ","83,967 ","58,057 ",944 ,"9,466 ","4,590 ","4,236 ","1,915 ","1,151 ",17 ,-   ,"3,056 ",57 ,478 
중앙선,금호 - 군위,,,,,,,32.7 ,,12,"38,485 ","39,825 ","38,579 ","39,867 ","38,561 ","28,341 ",687 ,"5,127 ","1,348 ",983 ,802 ,580 ,11 ,1 ,414 ,4 ,263 
,,,,,,,,,,24,"49,630 ","51,283 ","48,759 ","51,738 ","50,114 ","36,619 ",866 ,"6,457 ","1,758 ","1,460 ","1,081 ",806 ,14 ,4 ,704 ,4 ,341 
,05506,대구,,북,금호,금호JCT ~ 칠곡IC,92.1~96.9,4.8 ,4,수*,"59,562 ","63,519 ","60,701 ","64,165 ","49,606 ","36,517 ",825 ,"6,473 ","1,797 ","1,335 ",925 ,746 ,17 ,1 ,587 ,1 ,382 
,05507,대구,,북,관음,칠곡IC ~ 동명동호JCT,96.9~102.1,5.2 ,4,수*,"52,469 ","52,994 ","49,756 ","53,038 ","42,884 ","31,538 ",705 ,"5,640 ","1,537 ","1,150 ",819 ,628 ,16 ,1 ,509 ,1 ,340 
,05507-1,경북,칠곡,동명,가천,동명동호JCT ~ 다부IC,102.1~110.8,8.7 ,4,수*,-     ,-     ,-     ,-     ,"57,341 ","41,806 ","1,012 ","7,347 ","1,985 ","1,711 ","1,291 ",946 ,14 ,6 ,850 ,6 ,367 
,05508,경북,칠곡,가산,다부,다부IC ~ 가산IC,110.8~117,6.2 ,4,수*,"51,827 ","54,228 ","52,318 ","52,925 ","54,605 ","39,778 ",962 ,"6,996 ","1,901 ","1,637 ","1,237 ",906 ,14 ,6 ,811 ,6 ,351 
,05509,경북,칠곡,가산,천평,가산IC ~ 군위JCT,117~124.8,7.8 ,4,수*,"36,521 ","38,158 ","37,998 ","41,940 ","43,621 ","31,774 ",760 ,"5,572 ","1,513 ","1,323 ",994 ,725 ,12 ,5 ,658 ,4 ,281 
,군위 - 안동,,,,,,,33.3 ,,12,"27,915 ","28,764 ","28,281 ","30,571 ","32,464 ","23,622 ",623 ,"4,080 ","1,152 ",885 ,800 ,667 ,3 ,2 ,425 ,5 ,200 
,,,,,,,,,,24,"35,682 ","36,510 ","35,016 ","38,490 ","41,985 ","30,098 ",775 ,"5,188 ","1,431 ","1,459 ","1,166 ",811 ,5 ,7 ,830 ,5 ,210 
,05509-1,경북,군위,군위,수서,군위JCT ~ 군위IC,124.8~129.2,4.4 ,4,수*,"44,231 ","46,662 ","44,383 ","45,751 ","47,332 ","34,066 ",885 ,"5,868 ","1,606 ","1,599 ","1,282 ",892 ,5 ,6 ,880 ,5 ,238 
,05510,경북,군위,군위,수서,군위IC ~ 의성IC,129.2~140.2,11.0 ,4,수*,"37,352 ","40,314 ","40,292 ","42,145 ","43,483 ","31,201 ",806 ,"5,384 ","1,477 ","1,503 ","1,199 ",832 ,5 ,7 ,847 ,5 ,217 
,05511,경북,의성,봉양,도원,의성IC ~ 안동JCT,140.2~158.1,17.9 ,4,수*,"32,571 ","31,706 ","29,474 ","34,463 ","39,748 ","28,445 ",728 ,"4,901 ","1,359 ","1,397 ","1,117 ",778 ,5 ,7 ,807 ,5 ,199 
중앙선,안동 - 제천,,,,,,,99.7 ,,12,"17,030 ","17,006 ","16,314 ","18,205 ","17,779 ","12,202 ",534 ,"2,128 ",586 ,650 ,608 ,540 ,2 ,1 ,359 ,2 ,167 
,,,,,,,,,,24,"21,707 ","21,579 ","20,724 ","23,503 ","23,345 ","15,541 ",667 ,"2,738 ",816 ,944 ,881 ,868 ,4 ,1 ,654 ,2 ,229 
,05511-1,경북,안동,일직,용각,안동JCT ~ 남안동IC,158.1~162.9,4.8 ,4,수*,"32,020 ","33,503 ","32,029 ","35,505 ","31,735 ","21,208 ",927 ,"3,754 ","1,101 ","1,271 ","1,175 ","1,131 ",4 ,1 ,850 ,2 ,311 
,05512,경북,안동,일직,조탑,남안동IC ~ 서안동IC,162.9~177.9,15.0 ,4,수*,"22,133 ","23,938 ","22,806 ","25,967 ","25,908 ","17,192 ",743 ,"3,071 ",909 ,"1,050 ",988 ,965 ,4 ,1 ,730 ,2 ,253 
,05513,경북,안동,풍산,노,서안동IC ~ 예천IC,177.9~191.2,13.3 ,4,수*,"20,059 ","16,882 ","15,977 ","20,436 ","22,694 ","15,100 ",650 ,"2,679 ",790 ,919 ,859 ,839 ,3 ,1 ,631 ,2 ,221 
,05514,경북,예천,보문,작곡,예천IC ~ 영주IC,191.2~203.3,12.1 ,4,수*,"19,868 ","21,259 ","20,470 ","23,271 ","22,358 ","14,897 ",642 ,"2,628 ",778 ,902 ,839 ,825 ,3 ,1 ,622 ,2 ,219 
,05515,경북,영주,장수,화기,영주IC ~ 풍기IC,203.3~213.5,10.2 ,4,수*,"15,912 ","15,215 ","15,169 ","19,042 ","18,126 ","12,143 ",522 ,"2,122 ",619 ,724 ,672 ,655 ,3 ,-   ,490 ,1 ,175 
,05516,경북,영주,봉현,대촌,풍기IC ~ 단양IC,213.5~230.5,17.0 ,4,수*,"22,088 ","23,088 ","22,255 ","23,038 ","23,199 ","15,448 ",663 ,"2,708 ",809 ,941 ,875 ,870 ,4 ,1 ,652 ,2 ,226 
,05517,충북,단양,대강,두음,단양IC ~ 북단양IC,230.5~244.7,14.2 ,4,수*,"21,273 ","20,210 ","19,405 ","21,653 ","21,288 ","14,213 ",607 ,"2,476 ",744 ,860 ,793 ,787 ,3 ,1 ,595 ,2 ,207 
,05518,충북,단양,적성,각기,북단양IC ~ 남제천IC,244.7~256.7,12.0 ,4,수*,"25,747 ","24,188 ","23,044 ","25,876 ","25,550 ","16,926 ",711 ,"2,970 ",913 ,"1,042 ",987 ,985 ,4 ,1 ,750 ,2 ,259 
,05519,충북,제천,금성,월림,남제천IC ~ 제천JCT,256.7~257.8,1.1 ,4,수*,"20,462 ","22,694 ","22,647 ","23,824 ","23,614 ","15,651 ",658 ,"2,745 ",843 ,964 ,908 ,914 ,4 ,1 ,689 ,2 ,235 
중앙선,제천 - 만종,,,,,,,43.5 ,,12,"23,564 ","24,155 ","23,944 ","24,908 ","25,216 ","19,958 ",713 ,"2,241 ",477 ,476 ,384 ,355 ,-   ,-   ,567 ,3 ,42 
,,,,,,,,,,24,"30,346 ","30,862 ","30,161 ","32,529 ","33,543 ","25,925 ",867 ,"2,876 ",686 ,754 ,497 ,616 ,1 ,-   ,"1,249 ",3 ,69 
,05519-1,충북,제천,금성,월림,제천JCT ~ 제천IC,257.8~265,7.2 ,4,수*,"16,659 ","17,010 ","16,759 ","18,190 ","17,766 ","13,840 ",461 ,"1,514 ",350 ,383 ,256 ,313 ,-   ,-   ,618 ,-   ,31 
,05520,충북,제천,봉양,장평,제천IC ~ 신림IC,265~277.8,12.8 ,4,수*,"31,935 ","31,278 ","30,794 ","32,431 ","35,433 ","27,380 ",917 ,"3,032 ",723 ,803 ,524 ,654 ,1 ,-   ,"1,323 ",4 ,72 
,05521,강원,원주,신림,신림,신림IC ~ 남원주IC,277.8~296.4,18.6 ,4,수*,"31,248 ","31,543 ","30,660 ","34,220 ","35,099 ","27,087 ",902 ,"3,022 ",724 ,791 ,523 ,648 ,1 ,-   ,"1,322 ",4 ,75 
,05522,강원,원주,,무실,남원주IC ~ 만종JCT,296.4~301.3,4.9 ,4,수*,"42,594 ","47,258 ","46,298 ","47,425 ","45,889 ","35,473 ","1,200 ","3,918 ",942 ,"1,033 ",679 ,841 ,1 ,-   ,"1,705 ",4 ,93 
,만종 - 춘천,,,,,,,68.3 ,,12,"18,580 ","20,039 ","19,897 ","21,588 ","21,347 ","16,843 ",412 ,"1,935 ",807 ,630 ,330 ,238 ,9 ,-   ,119 ,3 ,21 
,,,,,,,,,,24,"23,486 ","25,014 ","24,318 ","27,498 ","27,312 ","21,352 ",518 ,"2,438 ","1,101 ",872 ,416 ,358 ,10 ,-   ,215 ,3 ,29 
,05523,강원,원주,지정,만종,만종JCT ~ 신평JCT,301.3~303.9,2.6 ,4,수*,"37,282 ","35,214 ","33,663 ","36,644 ","35,316 ","26,609 ",839 ,"3,156 ","1,036 ","1,072 ",628 ,818 ,2 ,-   ,"1,086 ",5 ,65 
,05523-1,강원,원주,호저,무장,신평JCT ~ 북원주IC,303.9~309.1,5.2 ,4,상*,"18,722 ","22,565 ","22,099 ","25,726 ","24,692 ","18,008 ",502 ,"2,417 ","1,081 ","1,004 ",541 ,749 ,3 ,-   ,341 ,4 ,42 
,05524,강원,원주,호저,주산,북원주IC ~ 횡성IC,309.1~319.8,10.7 ,4,수*,"20,311 ","21,298 ","20,587 ","24,339 ","25,721 ","19,772 ",494 ,"2,340 ","1,067 ",881 ,429 ,451 ,11 ,-   ,233 ,4 ,39 
,05525,강원,횡성,횡성,학곡,횡성IC ~ 홍천IC,319.8~345.4,25.6 ,4,수*,"20,216 ","20,497 ","19,488 ","22,717 ","24,014 ","18,394 ",460 ,"2,190 ","1,012 ",831 ,405 ,435 ,10 ,-   ,234 ,4 ,39 
,05526,강원,홍천,홍천,하오안,홍천IC ~ 춘천JCT,345.4~356.1,10.7 ,4,상*,"22,206 ","24,753 ","22,761 ","25,821 ","27,400 ","22,135 ",489 ,"2,358 ","1,121 ",774 ,338 ,98 ,12 ,-   ,68 ,-   ,7 
,05527,강원,춘천,동산,조양,춘천JCT ~ 춘천IC,356.1~369.6,13.5 ,4,수*,"33,013 ","36,315 ","37,475 ","40,045 ","34,231 ","27,871 ",615 ,"2,921 ","1,299 ",932 ,400 ,107 ,12 ,-   ,67 ,-   ,7 
강일춘천선,강일 - 춘천,,,,,,,62.2 ,,12,"41,089 ","47,031 ","46,598 ","49,014 ","50,524 ","41,947 ","1,304 ","4,759 ","1,160 ",678 ,401 ,163 ,-   ,7 ,83 ,9 ,13 
,,,,,,,,,,24,"54,334 ","61,287 ","61,618 ","65,765 ","68,233 ","56,597 ","1,665 ","6,244 ","1,602 ","1,128 ",565 ,255 ,-   ,9 ,141 ,11 ,16 
,06001,서울,,강동,강일,강일JCT ~ 선동IC,0~1,1.0 ,8,수*,"170,923 ","180,930 ","187,740 ","182,423 ","190,729 ","157,267 ","4,539 ","17,988 ","4,697 ","3,372 ","1,630 ",741 ,2 ,23 ,407 ,27 ,36 
,06002,경기,하남,,선,선동IC ~ 미사IC,1~1.9,0.9 ,8,수*,"117,179 ","144,665 ","148,730 ","134,861 ","137,115 ","113,013 ","3,251 ","13,037 ","3,377 ","2,394 ","1,165 ",531 ,2 ,16 ,287 ,17 ,25 
,06003,경기,하남,,망월,미사IC ~ 덕소삼패IC,1.9~4,2.1 ,6,수*,"84,052 ","89,200 ","93,665 ","94,368 ","93,249 ","76,831 ","2,205 ","8,870 ","2,301 ","1,628 ",807 ,368 ,1 ,11 ,196 ,13 ,18 
,06004,경기,남양주,,삼패,덕소삼패IC ~ 화도IC,4~14.9,10.9 ,6,수*,"77,643 ","87,754 ","86,082 ","90,679 ","85,644 ","70,765 ","2,052 ","8,006 ","2,073 ","1,471 ",724 ,332 ,1 ,9 ,181 ,12 ,18 
,06005,경기,남양주,화도,차산,화도IC ~ 서종IC,14.9~20.2,5.3 ,4,수*,"56,042 ","61,077 ","59,564 ","64,857 ","70,532 ","58,662 ","1,740 ","6,349 ","1,620 ","1,139 ",574 ,264 ,-   ,9 ,145 ,12 ,18 
,06006,경기,양평,서종,수입,서종IC ~ 설악IC,20.2~33,12.8 ,4,수*,"49,732 ","64,005 ","62,507 ","66,803 ","66,127 ","54,967 ","1,630 ","5,970 ","1,522 ","1,071 ",545 ,245 ,-   ,9 ,140 ,11 ,17 
,06007,경기,가평,설악,신천,설악IC ~ 강촌IC,33~47.2,14.2 ,4,수*,"42,018 ","44,567 ","47,632 ","51,623 ","58,437 ","48,597 ","1,445 ","5,267 ","1,341 ",943 ,476 ,215 ,-   ,8 ,119 ,10 ,16 
,06008,강원,춘천,남면,발산,강촌IC ~ 남춘천IC,47.2~56.3,9.1 ,4,수*,"38,290 ","44,831 ","46,022 ","50,024 ","53,956 ","44,852 ","1,330 ","4,886 ","1,247 ",871 ,440 ,195 ,-   ,8 ,105 ,10 ,12 
,06009,강원,춘천,동산,군자,남춘천IC ~ 조양IC,56.3~61.8,5.5 ,4,수*,"34,164 ","27,547 ","26,079 ","34,783 ","44,048 ","36,645 ","1,088 ","3,978 ","1,017 ",698 ,353 ,156 ,-   ,7 ,88 ,9 ,9 
,06010,강원,춘천,동산,조양,조양IC ~ 춘천JCT,61.8~62.2,0.4 ,4,수*,"23,247 ","35,802 ","35,821 ","40,045 ","43,279 ","36,054 ","1,058 ","3,899 ",997 ,675 ,342 ,148 ,-   ,7 ,81 ,8 ,10 
서울양양선,춘천 - 양양,,,,,,,88.9 ,,12,"20,596 ","22,248 ","22,666 ","24,723 ","25,937 ","22,488 ",775 ,"1,498 ",428 ,232 ,219 ,208 ,-   ,-   ,65 ,-   ,24 
,,,,,,,,,,24,"25,639 ","27,674 ","28,086 ","32,031 ","33,473 ","28,712 ",918 ,"1,976 ",700 ,373 ,339 ,311 ,-   ,-   ,115 ,-   ,29 
,06011,강원,춘천,동산,조양,춘천JCT ~ 동홍천IC,62.2~78.4,16.2 ,4,수*,"29,345 ","32,388 ","32,106 ","36,523 ","38,173 ","32,665 ","1,060 ","2,295 ",819 ,428 ,388 ,357 ,-   ,-   ,128 ,-   ,33 
,06012,강원,홍천,화촌,장평,동홍천IC ~ 내촌IC,78.4~95.2,16.8 ,4,상,"26,342 ","29,009 ","30,000 ","32,419 ","33,873 ","29,051 ",934 ,"2,002 ",709 ,375 ,342 ,314 ,-   ,-   ,116 ,-   ,30 
,06013,강원,인제,상남,상남,내촌IC ~ 인제IC,95.2~115.6,20.4 ,4,수*,"25,364 ","26,917 ","27,177 ","31,701 ","33,093 ","28,390 ",908 ,"1,946 ",689 ,372 ,337 ,307 ,-   ,-   ,115 ,-   ,29 
,06014,강원,인제,기린,진동,인제IC ~ 서양양IC,115.6~140.9,25.3 ,4,수*,"24,243 ","25,556 ","25,786 ","30,026 ","31,416 ","26,985 ",854 ,"1,838 ",648 ,348 ,318 ,289 ,-   ,-   ,109 ,-   ,27 
,06015,강원,양양,서면,영덕,서양양IC ~ 양양JCT,140.9~151.1,10.2 ,4,수*,"22,599 ","24,740 ","26,044 ","29,862 ","31,214 ","26,799 ",847 ,"1,828 ",644 ,350 ,316 ,292 ,-   ,-   ,109 ,-   ,29 
부산울산선,부산 - 기장,,,,,,,13.9 ,,12,"36,146 ","38,366 ","38,390 ","42,264 ","43,482 ","36,501 ",506 ,"3,239 ",512 ,793 ,318 ,551 ,3 ,-   ,702 ,5 ,352 
,,,,,,,,,,24,"46,418 ","48,109 ","48,592 ","52,970 ","54,388 ","46,036 ",603 ,"3,887 ",679 ,843 ,410 ,637 ,3 ,-   ,866 ,5 ,419 
,06500-0,부산,,해운대,송정,시점IC ~ 동부산IC,0~4.3,4.3 ,4,수*,"43,047 ","44,129 ","45,884 ","48,622 ","48,499 ","40,887 ",543 ,"3,497 ",622 ,774 ,379 ,593 ,3 ,-   ,809 ,4 ,388 
,06500-1,부산,기장,기장,내,동부산IC ~ 해운대IC,4.3~6,1.7 ,4,수*,"43,255 ","43,180 ","46,273 ","50,716 ","52,334 ","44,100 ",593 ,"3,790 ",671 ,842 ,411 ,635 ,3 ,-   ,867 ,5 ,417 
,06500-2,부산,기장,기장,청강,해운대IC ~ 기장IC,6~13.9,7.9 ,6,수*,"48,972 ","51,395 ","50,593 ","55,848 ","58,036 ","49,256 ",638 ,"4,121 ",711 ,881 ,427 ,662 ,3 ,-   ,896 ,5 ,436 
,기장 - 울주,,,,,,,27.1 ,,12,"32,431 ","35,635 ","34,622 ","39,600 ","38,408 ","27,673 ",392 ,"3,722 ",699 ,916 ,"1,237 ","1,040 ",80 ,46 ,"1,707 ",8 ,888 
,,,,,,,,,,24,"41,769 ","44,869 ","43,436 ","49,652 ","48,500 ","35,428 ",479 ,"4,416 ",969 ,"1,093 ","1,455 ","1,405 ",80 ,46 ,"2,068 ",12 ,"1,049 "
,06500-3,부산,기장,일광,화전,기장IC ~ 장안IC,13.9~19.3,5.4 ,6,수*,"37,781 ","42,480 ","42,015 ","46,668 ","50,947 ","37,255 ",499 ,"4,669 ","1,007 ","1,136 ","1,512 ","1,471 ",87 ,48 ,"2,152 ",12 ,"1,099 "
,06500-4,부산,기장,장안,덕선,장안IC ~ 온양IC,19.3~29.7,10.4 ,6,수*,"48,994 ","53,408 ","49,669 ","55,498 ","50,393 ","36,827 ",495 ,"4,589 ","1,012 ","1,133 ","1,501 ","1,457 ",84 ,46 ,"2,149 ",12 ,"1,088 "
,06500-5,울산,울주,온양,운화,온양IC ~ 청량IC,29.7~37.5,7.8 ,6,수*,"43,201 ","44,403 ","45,100 ","51,445 ","48,788 ","35,651 ",481 ,"4,437 ",975 ,"1,098 ","1,462 ","1,406 ",81 ,46 ,"2,085 ",12 ,"1,054 "
,06500-6,울산,울주,청량,덕하,청량IC ~ 울주JCT,37.5~41,3.5 ,6,수*,"29,695 ","31,387 ","30,325 ","33,053 ","38,457 ","27,952 ",400 ,"3,466 ",767 ,899 ,"1,213 ","1,147 ",55 ,44 ,"1,660 ",11 ,843 
부산울산선,울주 - 울산,,,,,,,6.2 ,,12,"26,781 ","25,152 ","25,577 ","27,920 ","27,967 ","18,063 ",291 ,"2,976 ",982 ,"1,614 ",887 ,"1,273 ",14 ,5 ,"1,436 ",5 ,421 
,,,,,,,,,,24,"33,133 ","30,951 ","31,640 ","34,539 ","34,660 ","22,512 ",349 ,"3,484 ","1,113 ","1,988 ","1,084 ","1,658 ",15 ,7 ,"1,959 ",18 ,473 
,06500-12,울산,울주,청량,삼정,울주JCT ~ 문수IC,41~42.8,1.8 ,6,수*,-     ,-     ,-     ,"34,190 ","35,886 ","23,313 ",359 ,"3,607 ","1,151 ","2,058 ","1,124 ","1,718 ",15 ,7 ,"2,028 ",18 ,488 
